Ind	Tipo_Diente	MD	BL	MDCu	BLCu	Sexo	Edad
39	1PMS	6.7	8.96	4.73	7.83	M	27
39	2PMS	6.8	9.72	4.84	8.89	M	27
39	1MS	10.49	11.71	7.78	10.91	M	27
39	2MS	9.63	11.78	7.87	11.55	M	27
40	1II	4.68	6.3	3.56	5.71	F	17
40	2II	5.61	6.7	3.94	5.75	F	17
40	CI	5.91	7.3	5.31	7.04	F	17
40	1PMI	6.71	7.35	4.79	6.23	F	17
40	2PMI	7.46	7.89	5.68	6.8	F	17
40	1MI	10.88	10.08	9.22	8.81	F	17
40	2MI	10.5	9.75	9.79	9.06	F	17
40	1IS	8.6	7.73	5.89	6.47	F	17
40	2IS	6.31	6.53	4.6	5.7	F	17
40	CS	7.48	8.1	5.57	6.9	F	17
40	1PMS	7.02	8.91	5.11	7.57	F	17
40	2PMS	6.62	9.54	5	8.5	F	17
40	1MS	10.16	10.94	7.47	10.46	F	17
40	2MS	8.56	9.99	7.6	9.6	F	17
41	1II	5.28	5.4	3.47	5.46	M	28
41	2II	5.69	5.88	4.11	5.76	M	28
41	CI	6.27	7.25	5.15	6.21	M	28
41	1PMI	6.31	6.8	4.92	6.12	M	28
41	2PMI	6.65	8.02	5.39	7.29	M	28
41	1MI	11.21	10.19	8.97	9.05	M	28
41	2MI	10.6	10.2	8.33	8.9	M	28
41	1IS	8.58	6.9	6.91	6	M	28
41	2IS	5.66	6.09	4.45	5.58	M	28
41	CS	7.38	7.7	5.73	8.05	M	28
41	1PMS	6.26	7.87	4.62	7.18	M	28
41	2PMS	6.8	9.64	4.98	8.84	M	28
41	1MS	10.52	11.45	8.13	10.62	M	28
41	2MS	8.37	11.07	7.22	10.69	M	28
42	1II	5.44	5.85	3.62	6.19	M	25
42	2II	5.69	6.2	3.69	6.31	M	25
42	CI	6.71	7.7	5.77	7.72	M	25
42	1PMI	6.76	7.54	5.05	7.05	M	25
42	2PMI	6.51	7.59	4.89	6.82	M	25
42	1MI	10.69	9.66	8.52	9.3	M	25
42	2MI	10.29	9.55	9.02	9.2	M	25
42	1IS	8.4	7.32	6.43	6.47	M	25
42	2IS	5.97	6.29	4.41	6.11	M	25
42	CS	7.59	8.41	6.13	8.29	M	25
42	1PMS	6.6	8.23	4.65	7.79	M	25
42	2PMS	NA	NA	NA	NA	M	25
42	1MS	9.68	10.72	8.12	10.46	M	25
42	2MS	9.31	10.64	7.98	10.58	M	25
43	1II	5.19	5.96	3.63	5.4	F	13
43	2II	5.35	6.12	3.82	5.33	F	13
43	CI	6.51	7.43	5.3	7.2	F	13
43	1PMI	6.4	7.89	5.18	6.78	F	13
43	2PMI	6.93	8.67	6.09	7.64	F	13
43	1MI	10.25	10.16	9.64	9.9	F	13
43	2MI	10.54	9.93	9.86	10.15	F	13
43	1IS	8.24	7.16	6.52	6.58	F	13
43	2IS	6.75	6.69	5.22	6.52	F	13
43	CS	7.4	8.2	5.88	7.6	F	13
43	1PMS	6.17	9.01	4.75	8.21	F	13
43	2PMS	6.31	9.86	4.57	9.14	F	13
43	1MS	9.98	11.49	8.39	11.3	F	13
43	2MS	9.56	11.39	8.59	11.4	F	13
44	1II	5.3	6.16	3.25	5.74	F	26
44	2II	6.6	6.6	3.66	6.4	F	26
44	CI	6.55	7.83	5.28	7.7	F	26
44	1PMI	7.03	8.14	5.07	7.36	F	26
44	2PMI	7.16	8.61	5.14	8.15	F	26
44	1MI	10.99	10.3	9.8	9.64	F	26
44	2MI	10.83	10.16	9.85	9.78	F	26
44	1IS	8.99	7.77	6.52	7.02	F	26
44	2IS	7.22	6.82	4.95	6.53	F	26
44	CS	7.54	8.55	5.83	8.06	F	26
44	1PMS	7.3	9.94	5.29	9.29	F	26
44	2PMS	6.55	9.52	4.83	9.1	F	26
44	1MS	10.33	10.8	7.79	11	F	26
44	2MS	9.23	10.8	8	11.02	F	26
45	1II	4.9	5.41	3.3	5.58	M	37
45	2II	5.7	6.06	3.94	5.62	M	37
45	CI	6.71	7.89	5.19	7.77	M	37
45	1PMI	6.49	7.36	5.24	6.55	M	37
45	2PMI	7	8.5	5.1	7.74	M	37
45	1MI	11.3	10.46	9.42	9.41	M	37
45	2MI	9.88	10.4	9.48	10.2	M	37
45	1IS	8.91	7.2	6.71	6.55	M	37
45	2IS	6.09	6.25	4.87	5.71	M	37
45	CS	7.54	8.49	5.62	8.11	M	37
45	1PMS	6.63	9.15	5.16	8.21	M	37
45	2PMS	6.2	9.38	4.91	9.28	M	37
45	1MS	10.13	11.22	8.42	10.75	M	37
45	2MS	9.62	11.14	8.68	10.37	M	37
46	1II	4.96	5.2	3.06	4.79	F	18
46	2II	5.51	5.58	3.42	3.5	F	18
46	CI	6.42	6.89	4.72	6.86	F	18
46	1PMI	6.5	6.08	4.26	6.22	F	18
46	2PMI	6.29	7.59	4.8	6.95	F	18
46	1MI	10.77	10.02	8.14	9.86	F	18
46	2MI	9.62	8.66	8.5	8.57	F	18
46	1IS	8.23	6.32	6.12	5.47	F	18
46	2IS	6.57	5.43	4.21	5.09	F	18
46	CS	7.09	7.69	5.28	7.1	F	18
46	1PMS	6.54	7.82	4.34	7.2	F	18
46	2PMS	5.86	8.21	4.4	7.74	F	18
46	1MS	10.25	11.05	8.08	10.44	F	18
46	2MS	8.27	10.08	6.51	10.06	F	18
47	1II	5.43	5.55	3.49	5.16	M	40
47	2II	6.2	6.14	3.9	6.19	M	40
47	CI	7.38	7.93	5.38	7.63	M	40
47	1PMI	6.72	7.38	4.73	6.25	M	40
47	2PMI	6.99	7.87	4.62	6.96	M	40
47	1MI	11.08	10.22	8.42	8.83	M	40
47	2MI	10.36	10.42	8.83	8.98	M	40
47	1IS	8.16	7.07	6.13	6.28	M	40
47	2IS	6.35	6.05	4.31	5.34	M	40
47	CS	8.09	9	6.04	8.5	M	40
47	1PMS	6.46	8.08	4.8	7.24	M	40
47	2PMS	6.23	9.06	4.28	7.5	M	40
47	1MS	9.92	10.93	7.55	10.11	M	40
47	2MS	10.01	11.1	7.38	10.7	M	40
48	1II	5.2	5.88	3.55	5.42	F	27
48	2II	5.75	5.93	3.72	5.89	F	27
48	CI	6.07	6.59	4.81	6.48	F	27
48	1PMI	5.95	7.2	4.94	6.52	F	27
48	2PMI	6.32	7.84	5.1	7.12	F	27
48	1MI	10.46	10.11	8.94	9.38	F	27
48	2MI	10.43	9.57	8.88	9.19	F	27
48	1IS	8.54	6.98	6.46	6.91	F	27
48	2IS	5.92	6.28	4.61	6.05	F	27
48	CS	7.2	7.68	5.23	7.5	F	27
48	1PMS	5.95	8.02	4.81	7.75	F	27
48	2PMS	5.87	8.68	4.51	7.72	F	27
48	1MS	10.01	10.62	7.22	10.55	F	27
48	2MS	10.06	10.41	7.53	10.25	F	27
49	1II	5.2	5.38	3.38	5.13	M	12
49	2II	5.87	5.9	4.06	5.79	M	12
49	CI	6.83	7.48	5.54	5.35	M	12
49	1PMI	6.72	7.42	4.73	6.83	M	12
49	2PMI	7.01	7.75	4.78	7.07	M	12
49	1MI	10.46	9.78	8.81	9.48	M	12
49	2MI	10.42	9.5	9.45	9.39	M	12
49	1IS	8.12	6.62	5.76	6.03	M	12
49	2IS	6.6	5.81	4.62	5.77	M	12
49	CS	7.72	8.25	5.48	8.16	M	12
49	1PMS	7.1	9.2	4.71	8.35	M	12
49	2PMS	6.7	8.72	4.75	8.2	M	12
49	1MS	9.85	11.13	8.19	11.02	M	12
49	2MS	8.99	10.92	8.97	10.78	M	12
50	1II	5.94	5.9	3.64	5.6	M	19
50	2II	6.53	6.05	4.21	5.96	M	19
50	CI	7.03	7.57	5.79	7.5	M	19
50	1PMI	6.95	7.31	5.11	6.63	M	19
50	2PMI	6.98	8.02	4.58	7.14	M	19
50	1MI	10.98	10.11	9.08	9.4	M	19
50	2MI	10.16	9.75	8.53	9.4	M	19
50	1IS	9.86	6.92	6.74	5.83	M	19
50	2IS	5.92	6.36	4.99	5.75	M	19
50	CS	8.06	7.6	5.83	7.74	M	19
50	1PMS	6.7	8.69	5.15	8.18	M	19
50	2PMS	6.7	8.72	4.75	8.2	M	19
50	1MS	10.38	11.2	7.85	11.1	M	19
50	2MS	8.6	10.89	7.57	10.57	M	19
51	1II	5.06	6.33	3.35	5.96	M	38
51	2II	5.94	6.77	6.7	6.5	M	38
51	CI	6.95	8.45	5.55	7.99	M	38
51	1PMI	6.91	7.65	5.01	6.91	M	38
51	2PMI	7.64	7.81	5.21	7.05	M	38
51	1MI	12	10.8	10.12	9.75	M	38
51	2MI	11.85	10.6	10.27	10.5	M	38
51	1IS	8.39	7.57	6.71	7	M	38
51	2IS	7.23	6.55	5.58	6.24	M	38
51	CS	7.82	8.3	5.94	8.09	M	38
51	1PMS	6.85	8.92	4.75	7.9	M	38
51	2PMS	6.46	9.3	4.89	8.56	M	38
51	1MS	10.33	11.21	8.58	10.74	M	38
51	2MS	9.64	11.36	9.33	10.81	M	38
52	1II	5.39	5.45	3.59	5.14	F	15
52	2II	5.5	5.75	3.35	5.58	F	15
52	CI	6.21	7.11	5	6.9	F	15
52	1PMI	6.05	7.3	4.86	6.61	F	15
52	2PMI	7.05	7.93	5.2	7.29	F	15
52	1MI	10.2	9.51	8.25	8.75	F	15
52	2MI	10.26	9.45	8.75	9.02	F	15
52	1IS	8.19	6.88	6.14	6.28	F	15
52	2IS	6.08	6	4.44	5.66	F	15
52	CS	6.99	7.76	5.19	7.33	F	15
52	1PMS	6.58	8.56	4.39	7.9	F	15
52	2PMS	6.61	8.78	4.36	7.67	F	15
52	1MS	9.71	10.44	7.59	10.14	F	15
52	2MS	8.69	11.18	8.2	11.35	F	15
53	1II	5.09	6.1	3.2	5.09	F	28
53	2II	5.89	6.36	3.72	5.92	F	28
53	CI	6.66	7.47	4.67	6.8	F	28
53	1PMI	6.89	7.67	4.66	6.46	F	28
53	2PMI	6.52	7.73	4.77	6.9	F	28
53	1MI	11.77	10.52	9.19	8.95	F	28
53	2MI	10.72	10.61	9.49	9.53	F	28
53	1IS	7.97	7.09	5.72	6.15	F	28
53	2IS	7.03	6.26	4.57	5.36	F	28
53	CS	6.69	7.55	4.95	6.79	F	28
53	1PMS	6.5	9.01	4.33	7.53	F	28
53	2PMS	6.28	8.99	4.35	7.89	F	28
53	1MS	10.28	11.1	7.7	10.38	F	28
53	2MS	10.95	11.63	9.16	11.16	F	28
54	1II	5.55	5.73	3.36	5.4	M	31
54	2II	5.88	5.85	3.58	5.33	M	31
54	CI	6.65	7.54	5.29	7.36	M	31
54	1PMI	6.79	7.25	4.83	6.58	M	31
54	2PMI	7.26	8.13	5.14	7.15	M	31
54	1MI	11.29	10.62	9.18	9.78	M	31
54	2MI	10.72	10.15	9.19	9.42	M	31
54	1IS	8.35	7.22	6.14	6.25	M	31
54	2IS	6.03	6.15	4.26	5.57	M	31
54	CS	7.43	7.67	5.32	7.35	M	31
54	1PMS	6.55	8.59	4.71	7.56	M	31
54	2PMS	6.54	9.25	4.92	8.51	M	31
54	1MS	10.61	11.37	8.14	11.09	M	31
54	2MS	9.75	11.39	7.16	10.81	M	31
55	1II	5.39	5.59	3.2	5.35	F	26
55	2II	5.73	6.4	3.25	5.83	F	26
55	CI	6.16	7.12	4.79	6.95	F	26
55	1PMI	6.38	6.69	4.75	6.09	F	26
55	2PMI	6.4	7.65	4.57	6.54	F	26
55	1MI	10.26	10.1	8.33	9.14	F	26
55	2MI	9.92	9.49	8.45	8.97	F	26
55	1IS	8.23	7.13	5.6	6.01	F	26
55	2IS	5.28	6.51	3.92	5.75	F	26
55	CS	7.11	7.49	5.01	6.95	F	26
55	1PMS	6.05	8.33	4.5	7.68	F	26
55	2PMS	6.2	8.46	4.39	7.81	F	26
55	1MS	9.94	10.32	7.26	9.92	F	26
55	2MS	9.1	10.3	7.12	10.08	F	26
56	1II	5.33	5.5	3.27	4.93	F	16
56	2II	5.84	5.64	3.62	5.27	F	16
56	CI	6.25	6.88	4.72	6.7	F	16
56	1PMI	6.62	7.2	4.9	6.42	F	16
56	2PMI	6.89	7.85	5.15	7.47	F	16
56	1MI	11.4	10.03	10	9.05	F	16
56	2MI	9.92	9.63	8.68	9.2	F	16
56	1IS	8.7	6.82	5.8	5.5	F	16
56	2IS	7.27	6.22	4.8	5.7	F	16
56	CS	7.4	7.97	4.66	7.22	F	16
56	1PMS	7.08	8.79	5.03	8.26	F	16
56	2PMS	6.34	8.78	4.43	8.09	F	16
56	1MS	9.96	10.81	7.2	9.9	F	16
56	2MS	8.46	10.86	6.99	9.88	F	16
57	1II	5.1	6.12	3.78	5.38	M	23
57	2II	NA	NA	NA	NA	M	23
57	CI	6.37	7.74	5.31	7.69	M	23
57	1PMI	6.9	7.96	5.02	6.67	M	23
57	2PMI	NA	NA	NA	NA	M	23
57	1MI	10.8	9.75	9.3	9.3	M	23
57	2MI	10.05	9.85	8.91	9.52	M	23
57	1IS	7.97	7.48	5.96	6.52	M	23
57	2IS	6.72	6.1	4.93	5.51	M	23
57	CS	7.15	8.28	6.17	7.73	M	23
57	1PMS	6.91	8.97	5	7.94	M	23
57	2PMS	6.72	9.43	4.86	8.73	M	23
57	1MS	9.8	11.28	7.59	10.9	M	23
57	2MS	9.5	11.73	8.22	11.4	M	23
58	1II	5.66	6.37	4.06	6.15	M	21
58	2II	6.24	6.83	4.16	6.55	M	21
58	CI	7.54	8.69	6.42	8.9	M	21
58	1PMI	7.57	8.01	5.85	7.8	M	21
58	2PMI	7.34	8.38	5.68	7.88	M	21
58	1MI	11.63	10.72	10.18	10	M	21
58	2MI	11.73	10.18	10.58	10.2	M	21
58	1IS	9.04	8.2	7.14	7.38	M	21
58	2IS	7.62	6.36	5.57	7.45	M	21
58	CS	8.31	9.3	6.89	9.21	M	21
58	1PMS	7.51	9.97	5.44	8.89	M	21
58	2PMS	6.42	9.62	5.35	9.06	M	21
58	1MS	10.99	11.64	8.9	11.8	M	21
58	2MS	11.4	11.84	9.75	11.8	M	21
59	1II	5.52	5.8	3.47	5.31	M	18
59	2II	6.15	6.6	4.06	6.09	M	18
59	CI	6.4	6.99	4.74	6.9	M	18
59	1PMI	7.06	7.35	4.87	6.32	M	18
59	2PMI	7.21	8.29	5.09	7.53	M	18
59	1MI	11.37	10.52	8.76	9.03	M	18
59	2MI	10.97	9.51	8.46	9.25	M	18
59	1IS	8.45	7.91	6.66	6.12	M	18
59	2IS	6.13	6.58	4.24	5.72	M	18
59	CS	7.5	7.72	5.28	7.21	M	18
59	1PMS	7.07	8.88	4.64	7.34	M	18
59	2PMS	6.3	9.21	4.45	8.08	M	18
59	1MS	10.64	11.26	7.75	10.69	M	18
59	2MS	9.12	11.4	8.53	10.22	M	18
60	1II	5.07	5.52	3.66	4.94	F	19
60	2II	5.6	6.27	3.84	6.15	F	19
60	CI	6.18	7.17	4.81	6.7	F	19
60	1PMI	6.48	7.46	4.9	6.27	F	19
60	2PMI	6.45	7.7	4.67	6.03	F	19
60	1MI	9.99	9.18	7.99	8.25	F	19
60	2MI	9.98	9.16	8.13	8.44	F	19
60	1IS	7.77	6.89	6.16	6.58	F	19
60	2IS	5.46	5.98	4.22	5.55	F	19
60	CS	6.75	7.8	5.16	6.81	F	19
60	1PMS	6.24	8.35	5.17	7.29	F	19
60	2PMS	6.52	8.84	4.59	8.17	F	19
60	1MS	9.1	9.95	7	9.41	F	19
60	2MS	9.01	10.14	7.28	9.7	F	19
61	1II	4.98	5.68	3.13	5.63	M	25
61	2II	5.26	6.04	3.61	5.76	M	25
61	CI	6.39	7.42	5.21	7.16	M	25
61	1PMI	6.69	8.12	5.47	7	M	25
61	2PMI	6.93	8.5	4.98	7.2	M	25
61	1MI	10.5	9.86	8.43	8.98	M	25
61	2MI	9.86	9.85	8.87	9.53	M	25
61	1IS	7.8	7.43	5.9	6.7	M	25
61	2IS	6.07	6.4	4.59	6.17	M	25
61	CS	7.35	8.31	5.93	8.13	M	25
61	1PMS	6.75	9.73	5.26	8.33	M	25
61	2PMS	6.37	9.54	4.69	8.79	M	25
61	1MS	9.21	11.34	7.7	11.19	M	25
61	2MS	9.46	11.33	7.68	10.89	M	25
62	1II	5.09	6.13	3.41	5.71	M	20
62	2II	6.05	6.45	4.08	6.32	M	20
62	CI	6.58	8.45	6.06	8.39	M	20
62	1PMI	6.6	7.61	5.5	6.89	M	20
62	2PMI	7.24	7.85	5.46	7.2	M	20
62	1MI	11.01	10.23	9.06	9.94	M	20
62	2MI	10.74	9.53	9.64	9.79	M	20
62	1IS	8.3	7.78	6.35	7.5	M	20
62	2IS	6.49	7.94	4.65	7.76	M	20
62	CS	7.85	9.31	6.21	9.03	M	20
62	1PMS	6.97	8.92	5.48	8.07	M	20
62	1PMS	NA	NA	NA	NA	M	20
62	1MS	10.54	11.67	8.36	11.6	M	20
62	2MS	10.1	11.27	8.11	11.7	M	20
63	1II	5.49	5.71	3.41	5.71	M	15
63	2II	6.62	6.03	4.05	5.87	M	15
63	CI	7.12	7.97	5.39	7.85	M	15
63	1PMI	6.78	7.85	4.46	7.1	M	15
63	2PMI	6.87	8.61	5.1	7.5	M	15
63	1MI	11.53	10.62	9.84	9.64	M	15
63	2MI	10.83	10	10.08	9.9	M	15
63	1IS	8.79	7.16	6.62	6.56	M	15
63	2IS	7.09	6.02	4.89	5.84	M	15
63	CS	7.93	8.21	6.06	8.07	M	15
63	1PMS	6.35	9.1	4.85	7.95	M	15
63	2PMS	6.51	9.48	5.05	8.7	M	15
63	1MS	10.21	11.49	8.09	10.89	M	15
63	2MS	9.2	10.82	7.12	10.95	M	15
64	1II	4.51	5.99	3.28	5.85	M	44
64	2II	5.76	6.49	4.01	6.15	M	44
64	CI	6.78	8.17	6.03	8.1	M	44
64	1PMI	6.93	7.52	5.78	6.64	M	44
64	2PMI	6.74	8.52	5.58	7.75	M	44
64	1MI	12.4	11.05	10.3	10.48	M	44
64	2MI	12.62	10.7	10.89	10.5	M	44
64	1IS	8.29	7.07	6.32	6.17	M	44
64	2IS	6.18	6.31	4.94	5.95	M	44
64	CS	7.99	8.81	6.68	8.26	M	44
64	1PMS	6.68	8.69	4.8	8.14	M	44
64	2PMS	6.65	9.19	5.06	8.79	M	44
64	1MS	11.01	11.54	8.8	11.54	M	44
64	2MS	9.72	12.35	8.95	12.12	M	44
65	1II	5.82	6.5	4.11	6.45	M	30
65	2II	6.24	6.41	4.56	6.4	M	30
65	CI	7.12	8.35	5.67	8.24	M	30
65	1PMI	7.56	8.41	5.55	7.57	M	30
65	2PMI	7.32	8.95	5.9	8.05	M	30
65	1MI	11.21	11.26	9.41	10.26	M	30
65	2MI	11.67	10.52	10	10.09	M	30
65	1IS	9.4	7.9	6.92	7.52	M	30
65	2IS	6.43	7.21	4.97	6.29	M	30
65	CS	7.95	9.26	6.38	8.69	M	30
65	1PMS	7.09	9.7	5.17	8.69	M	30
65	2PMS	6.93	10.53	4.91	9.64	M	30
65	1MS	10.69	12.08	7.94	11.59	M	30
65	2MS	9.58	13.47	8.14	12.91	M	30
66	1II	5.01	5.6	3.39	5.55	M	27
66	2II	5.9	6.16	4.25	6.13	M	27
66	CI	5.92	7.52	5.18	7.51	M	27
66	1PMI	5.55	6.45	4.52	6.01	M	27
66	2PMI	6.71	7.86	4.96	7.12	M	27
66	1MI	11.2	9.85	9.09	8.52	M	27
66	2MI	10.22	9.7	9.5	9.62	M	27
66	1IS	8.26	7.09	6.45	6.51	M	27
66	2IS	6.71	5.75	5.18	5.31	M	27
66	CS	7.46	8.14	5.88	7.69	M	27
66	1PMS	6.19	8.29	4.5	7.69	M	27
66	2PMS	5.96	8.68	4.61	7.96	M	27
66	1MS	10.41	10.88	7.99	10.36	M	27
66	2MS	8.02	10.44	7.69	10.77	M	27
67	1II	5.58	5.76	3.62	5.52	M	24
67	2II	6.1	6.18	3.87	6.18	M	24
67	CI	7.32	8.1	5.45	8.18	M	24
67	1PMI	6.68	7.33	5.14	6.6	M	24
67	2PMI	7.18	7.84	5.39	7.76	M	24
67	1MI	11.17	10.84	9.51	9.88	M	24
67	2MI	10.82	9.94	9.67	9.89	M	24
67	1IS	9.24	7.18	6.5	6.4	M	24
67	2IS	7.11	6.27	5.53	6.1	M	24
67	CS	8.19	8.64	5.67	8.1	M	24
67	1PMS	6.89	9.2	4.8	8.69	M	24
67	2PMS	6.81	9.49	4.85	9.03	M	24
67	1MS	10.69	12	7.89	11.81	M	24
67	2MS	9.6	11.3	7.74	11.7	M	24
68	1II	5.33	5.83	3.6	5.3	M	57
68	2II	5.96	6.53	3.82	6.56	M	57
68	CI	6.81	7.96	5.61	7.82	M	57
68	1PMI	7.15	7.89	5.3	6.99	M	57
68	2PMI	7.2	8.8	5.35	7.59	M	57
68	1MI	11.47	10.36	9.69	10.26	M	57
68	2MI	11.25	10.58	8.99	9.49	M	57
68	1IS	7.82	7.31	6.27	6.8	M	57
68	2IS	6.43	6.2	4.95	5.77	M	57
68	CS	7.69	8.75	6.64	8.56	M	57
68	1PMS	7.21	9.69	5.32	8.56	M	57
68	2PMS	6.41	9.99	5.02	8.45	M	57
68	1MS	10.37	11.26	8.33	10.7	M	57
68	2MS	10.45	11.88	8.33	10.35	M	57
69	1II	5.46	6.15	3.71	6.09	M	24
69	2II	6	6.52	3.95	6.66	M	24
69	CI	6.97	8.17	5.82	8.28	M	24
69	1PMI	6.8	7.57	5.77	7.6	M	24
69	2PMI	7.03	8.3	5.49	7.8	M	24
69	1MI	11.84	11.25	9.71	9.83	M	24
69	2MI	NA	NA	NA	NA	M	24
69	1IS	8.91	7.8	6.77	7.57	M	24
69	2IS	7.55	7.26	5.61	6.67	M	24
69	CS	8.2	9.04	6.35	8.74	M	24
69	1PMS	6.79	9.47	5.32	8.87	M	24
69	2PMS	6.45	9.83	5.38	9.15	M	24
69	1MS	11.62	12.31	8.07	11.47	M	24
69	2MS	12.27	12.93	9.83	12.85	M	24
70	1II	NA	NA	NA	NA	M	47
70	2II	5.7	6	3.38	5.72	M	47
70	CI	6.57	7.56	4.82	7.36	M	47
70	1PMI	6.57	7.8	4.53	6.98	M	47
70	2PMI	7.26	8.5	5	7	M	47
70	1MI	10.12	11.23	8.85	9.4	M	47
70	2MI	10.6	10.51	9.16	8.79	M	47
70	1IS	6.02	7.28	5.84	6.79	M	47
70	2IS	6.7	6.8	4.85	5.77	M	47
70	CS	7.68	8.29	5.24	7.36	M	47
70	1PMS	6.73	8.99	4.66	7.26	M	47
70	2PMS	6.43	9.15	4.97	7.13	M	47
70	1MS	NA	NA	NA	NA	M	47
70	2MS	10.04	10.76	7.67	10.52	M	47
71	1II	5.02	5.51	3.62	5.08	F	24
71	2II	5.38	NA	4.16	6.15	F	24
71	CI	6.17	7.04	5.6	6.93	F	24
71	1PMI	6.4	6.55	5.5	6.27	F	24
71	2PMI	5.92	6.6	5.28	6.37	F	24
71	1MI	10.5	9	9.38	8.7	F	24
71	2MI	10.02	8.31	9.26	8.3	F	24
71	1IS	NA	6.77	6.6	6.42	F	24
71	2IS	6.27	5.85	4.75	6.04	F	24
71	CS	7.07	7.48	5.78	7.19	F	24
71	1PMS	6.2	8.31	4.77	7.67	F	24
71	2PMS	6.17	8.1	4.66	7.77	F	24
71	1MS	8.94	10.44	7.76	10.51	F	24
71	2MS	7.91	9.87	6.78	10.1	F	24
72	1II	4.67	5.88	4.19	5.46	F	47
72	2II	NA	NA	NA	NA	F	47
72	CI	6.32	7.95	5.2	NA	F	47
72	1PMI	6.63	7.37	4.98	6.46	F	47
72	2PMI	6.82	7.49	5.29	6.96	F	47
72	1MI	11.11	10.7	9.24	9.84	F	47
72	2MS	NA	NA	NA	NA	F	47
72	1IS	8.49	6.3	7.27	6.49	F	47
72	2IS	6.61	6.36	4.92	5.94	F	47
72	CS	7.28	8.1	5.78	7.79	F	47
72	1PMS	6.72	8.34	4.88	7.9	F	47
72	2PMS	6.48	9.16	4.74	8.42	F	47
72	1MS	10.41	11.2	8.21	11.2	F	47
72	2MS	9.9	11.05	8.04	10.5	F	47
73	1II	NA	NA	NA	NA	F	47
73	2II	5.51	5.94	4.04	6.01	F	47
73	CI	6.12	6.7	5.26	6.56	F	47
73	1PMI	6.11	6.23	4.68	6.13	F	47
73	2PMI	6.28	6.78	5.32	6.33	F	47
73	1MI	10.57	9.1	8.8	8.91	F	47
73	2MI	10.15	9.08	9.25	8.89	F	47
73	1IS	8.01	6.8	6.08	6.24	F	47
73	2IS	4.92	5.02	4.18	4.92	F	47
73	CS	6.93	7.36	5.36	7.05	F	47
73	1PMS	6.35	8.19	4.72	7.7	F	47
73	2PMS	NA	NA	NA	NA	F	47
73	1MS	9.39	10.66	7.66	10.58	F	13
73	2MS	9.69	10.55	8.16	10.7	F	13
74	1II	5.52	6.39	3.51	6.1	M	27
74	2II	6.17	6.65	3.86	6.16	M	27
74	CI	6.62	7.6	5.64	7.38	M	27
74	1PMI	5.9	7.46	4.67	6.7	M	27
74	2PMI	6.91	7.99	4.84	6.94	M	27
74	1MI	NA	NA	NA	NA	M	27
74	2MI	11.62	10.68	9.45	8.75	M	27
74	1IS	8.37	7.56	6.26	6.63	M	27
74	2IS	5.62	6.13	4.39	6.18	M	27
74	CS	7.52	8.39	6.01	7.85	M	27
74	1PMS	6.87	8.67	4.53	7	M	27
74	2PMS	6.54	8.71	4.36	7.4	M	27
74	1MS	NA	NA	NA	NA	M	27
74	2MS	9.93	12.4	7.5	11.8	M	27
75	1II	5.46	5.75	3.9	5.39	F	29
75	2II	6.28	5.94	3.99	5.74	F	29
75	CI	6.49	6.96	5.41	6.76	F	29
75	1PMI	7.66	7.42	5.12	6.82	F	29
75	2PMI	7.42	8.14	5.03	NA	F	29
75	1MI	11.26	10.72	8.77	8.91	F	29
75	2MI	10.62	10.9	9.39	9.3	F	29
75	1IS	8.1	6.77	5.66	5.7	F	29
75	2IS	6.42	4.62	6.36	5.41	F	29
75	CS	7.47	8.75	5.65	7.33	F	29
75	1PMS	7.18	9.12	4.71	7.62	F	29
75	2PMS	6.78	9.68	4.79	9.07	F	29
75	1MS	11.17	11.41	8.1	10.32	F	29
75	2MS	10.59	11.29	8.35	10.53	F	29
76	1II	5.59	5.75	3.56	5.7	M	73
76	2II	6.24	6.19	4.43	6.11	M	73
76	CI	6.93	7.53	5.26	7.43	M	73
76	1PMI	7.06	7.31	5.05	7.52	M	73
76	2PMI	7.45	8.08	5.58	7.55	M	73
76	1MI	11.45	10.3	9.32	8.65	M	73
76	1IS	9.14	7.32	6.91	7.58	M	73
76	2IS	7.84	7.15	5.57	6.42	M	73
76	CS	7.84	8.6	6.29	8.32	M	73
76	1PMS	6.77	8.68	5.22	7.96	M	73
76	2PMS	7.29	10.01	5.11	9.46	M	73
76	1MS	9.84	12.48	7.39	11.41	M	73
76	2MS	9.17	12.37	12.39	12.33	M	73
77	1II	NA	NA	NA	NA	F	30
77	2II	5.31	6.59	3.61	6.46	F	30
77	CI	6.8	7.4	4.83	7.43	F	30
77	1PMI	6.83	7.78	4.77	7.63	F	30
77	2PMI	NA	8.22	5.23	7.74	F	30
77	1MI	10.42	9.91	8.67	9.13	F	30
77	2MI	10.62	10.29	9.3	9.65	F	30
77	1IS	8.01	6.21	6.96	5.85	F	30
77	2IS	5.95	5.85	4.4	5.6	F	30
77	CS	7.01	8.04	5.24	7.82	F	30
77	1PMS	6.78	8.48	4.68	7.85	F	30
77	2PMS	6.64	9.14	4.65	8.6	F	30
77	1MS	10.23	10.83	7.36	11.26	F	30
77	2MS	10.89	11.46	7.57	11.38	F	30
78	1II	5.77	5.87	3.95	5.75	F	40
78	2II	5.55	6.32	4.04	5.98	F	40
78	CI	6.86	6.96	5.1	6.93	F	40
78	1PMI	7.02	8.53	5.24	7.28	F	40
78	2PMI	7.8	8.44	5.58	7.73	F	40
78	1MI	NA	NA	NA	NA	F	40
